site	mechanism	target-does	tag-text
src/game/obj00.cpp:233	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	candidate #17 (global.c pass 0 regs_used_so_far): a codeless call-crossing
src/game/EtcModel.cpp:3060	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (cross-jump survivor). The original lays the 0x404..0x411 `return 1` block out
src/game/option.cpp:684	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	candidate (global.c allocno order: sel 29/338 must outrank o 42/600 for r31)
src/game/option.cpp:764	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	candidate (global alloc order): pSys must be allocated after DEFAULT
src/game/option.cpp:769	local-alloc-qty-order	block-local scratch registers (r0/r9/r11, f0/f13) permuted: local-alloc.c block_alloc qty order	candidate (local-alloc qty order): the byte-narrowed DEFAULT must take
src/game/puzzle.cpp:328	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17 (value pin)
src/game/puzzle.cpp:391	other		px as a one-byte struct. A RECORD_TYPE local is not PROMOTE_MODEd, so `w` is
src/game/puzzle.cpp:1100	loop-entry-rotation	rotated loop entry (source form)	#9, closed: a source form, not a compiler difference).
src/game/puzzle.cpp:1508	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	the target re-extends edge after the size_y call (extsb r30,r30; addi r30,r30,1); ours proves it sign-extended and, edge crossing calls, would hoist t
src/game/puzzle.cpp:1656	other		lines below
src/game/puzzle.cpp:1747	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	codeless copy of the dead r31 value: `last` then crosses the get() call and takes the first callee-saved reg, r31
src/game/puzzle.cpp:1748	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	makes the copy unavailable to gcse's copy propagation; flow deletes it (p is dead)
src/game/puzzle.cpp:1765	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	keeps the copy live across the call (an output-less asm is volatile and flushes cse's ItemMgr high)
src/game/motion.cpp:348	other		dead use makes the zero global (r11), w->flags takes r0
src/game/motion.cpp:410	other		anchor, the type load stays after the frame store
src/game/motion.cpp:959	launder	asm launder hides a value from cse/combine/gcse	launder, the extra insn on the r4 path ranks both addi r4 above mr r3
src/game/motion.cpp:1078	other		pp must outrank w for r31
src/game/motion.cpp:1322	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	gcse copy kept).
src/game/motion.cpp:1325	other		last must outrank n for r30
src/game/motion.cpp:1327	keep-alive	codeless asm keeps a value live / adds a dependence	keep-alive for the r0 temp
src/game/motion.cpp:1334	other		the table lis is issued before the fp init
src/game/t_flag.cpp:275	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17. The original keeps `cur & 0xF` in scratch r11, untied from x's
src/game/espgen10.cpp:25	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 block: the original never allocates `list` (REG_EQUIV symbol_ref) and
src/game/texture.cpp:98	local-alloc-qty-order	block-local scratch registers (r0/r9/r11, f0/f13) permuted: local-alloc.c block_alloc qty order	candidate (local-alloc qty order). The target names the three offset
src/game/esp45.cpp:228	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	candidate (loop.c pass-1 insn_count). Dead test (+3 real insns: the store
src/game/esp18.cpp:233	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	candidate (loop.c insn_count)
src/game/esp0e.cpp:310	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	candidate (loop.c pass-1 insn_count). Dead test (+3 real insns at loop
src/game/esp09.cpp:319	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	candidate (global-alloc priority): +1 insn in esp's range only
src/game/esp09.cpp:325	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	candidate (global-alloc priority)
src/game/esp09.cpp:328	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	candidate (cse canonical register): tied copy, regmove emits the mr
src/game/esp09.cpp:357	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	candidate (global-alloc priority)
src/game/cam_extra.cpp:755	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (keep-alive)
src/game/espgen02.cpp:137	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17. colR pinned to f24 (global-alloc order of the three 0.0f copies); no
src/game/objRobo.cpp:539	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17 (FPR value pin): a hard-register `to` keeps the for-init copy `range = to` out of gcse's copy propagation
src/game/objRobo.cpp:591	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17 (FPR value pin): a hard-register `to` keeps the for-init copy `range = to` out of gcse's copy propagation
src/game/cam_qfps.cpp:1178	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (value pin)
src/game/cam_qfps.cpp:1179	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (value pin)
src/game/cam_qfps.cpp:1197	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (keep-alive)
src/game/esp12.cpp:89	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13
src/game/esp12.cpp:90	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (hoisted conversion constant)
src/game/esp12.cpp:110	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (hoisted conversion constant)
src/game/esp12.cpp:114	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13
src/game/esp12.cpp:115	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (sched block split)
src/game/esp12.cpp:145	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (keep-alive)
src/game/esp04.cpp:109	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17 (FPR value pin)
src/game/esp04.cpp:116	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (keep-alive)
src/game/shadow.cpp:370	sched1-tie/hoist	intrablock order or a copy hoisted over a test (stock haifa; source-form lever)	5 (interblock hoist of the `mr r3, em` argument copy above the flag test)
src/game/shadow.cpp:700	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	13 (local-alloc qty order): r11 pinned after the 1.0 load and before the
src/game/shadow.cpp:776	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	13 (local-alloc qty order): see make_comn_fit_light.
src/game/shadow.cpp:1307	sched1-tie/hoist	intrablock order or a copy hoisted over a test (stock haifa; source-form lever)	5 (interblock hoist of the `mr r3, obj` argument copy above the flag test)
src/game/em_sub.cpp:3023	other		candidate (jump2 cross-jump order vs the
src/game/card.cpp:1943	dead-test	a dead test/statement shifts an insn count (gcse table, loop.c, sched region)	dead statement (second use of t)
src/game/debug.cpp:146	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	cse class head of the zero. Tile 1's `z0 = 0` stays a single-use pseudo
src/game/debug.cpp:282	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	loop.c insn_count stand-in. The "%5.0f %s" format high is the loop's last
src/game/db_menu.cpp:281	other		candidate (jump2-only deleted arm). The target keeps a dead
src/game/item.cpp:7	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	#6, 11 call tails), get /
src/game/item.cpp:1227	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (the flag-table size as a reload-materialised constant, weight 0 like the
src/game/item.cpp:1990	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:1997	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2003	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2009	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2015	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2021	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2027	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2033	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2039	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2045	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2051	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 (layout: keeps the healing arms apart at jump2)
src/game/item.cpp:2282	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	17 (local-alloc fake-lifetime parity: the pArm load reuses r0 right after the x8 store's value dies)
src/game/item.cpp:2322	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	17 (local-alloc fake-lifetime parity: the pArm load reuses r0 right after the x8 store's value dies)
src/game/item.cpp:2637	narrow-extend	zero/sign-extends a narrow value (clrlwi/extsh) at a call, entry or join where ours treats it as promoted	#2 (the original masks the u16 member before the call)
src/game/item.cpp:2857	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (the 0xFFFF re-materialised at the store)
src/game/sce_sys.cpp:563	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	12 (AROUND form): the loop notes end cse1's path from the skipped `if` block, so
src/game/sce_sys.cpp:571	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	candidate #17 (global.c pass 0 regs_used_so_far): r30 used-so-far makes `on`
src/game/cam_ctrl.cpp:383	other		codeless anchor. The empty loop leaves NOTE_INSN_LOOP_BEG/END here, which ends
src/game/cam_ctrl.cpp:421	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	register pin (r29) plus launder. The pin keeps `at` out of cse's canonical class
src/game/cam_ctrl.cpp:1552	gcse-frame-high-PRE	no hoisted &local / high(sym) pseudo (gcse PRE placement), fresh addi/lis per use	#3 there).
src/game/cam_ctrl.cpp:1808	gcse-frame-high-PRE	no hoisted &local / high(sym) pseudo (gcse PRE placement), fresh addi/lis per use	#3 fresh-addi arguments. The target recomputes the three pointer arguments of
src/game/cam_ctrl.cpp:1946	narrow-extend	zero/sign-extends a narrow value (clrlwi/extsh) at a call, entry or join where ours treats it as promoted	2: the int copy + (u8) re-extend the loaded byte as the original does
src/game/emBarred.cpp:9	argmove-order	FP arg moves interleaved with trailing int constants at a mixed int/float call (calls.c load_register_parameters)	#1 (atari_init.h AtariInit).
src/game/model.cpp:334	gcse-frame-high-PRE	no hoisted &local / high(sym) pseudo (gcse PRE placement), fresh addi/lis per use	3 (address-copy shape). The original computes `&p->worldMat` into a temp
src/game/model.cpp:344	gcse-frame-high-PRE	no hoisted &local / high(sym) pseudo (gcse PRE placement), fresh addi/lis per use	3 (keep-alive for the r0 temp)
src/game/model.cpp:553	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	candidate (gcse PRE pseudo numbering). Four dead pool constants (labels consumed
src/game/filter06.cpp:137	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17. The alphaBase load/product live in r11 in the original (the fast-cast
src/game/event.cpp:14	gcse-frame-high-PRE	no hoisted &local / high(sym) pseudo (gcse PRE placement), fresh addi/lis per use	candidate #3: the original's gcse copies the strcpy argument pseudo right after
src/game/event.cpp:23	jump2-crossjump	shared tail duplicated or merged differently (RTL at jump2 entry)	6 shape).
src/game/event.cpp:314	other		candidate (the mes `mr.` family). The original keeps `mr r9,r0; cmpwi r9,0`
src/game/event.cpp:2084	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17
src/game/event.cpp:2092	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17. r27 was used-so-far in the original's global-alloc pass 0 and
src/game/event.cpp:2102	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17 (companion). A codeless memory-operand asm = one more real insn inside the
src/game/event.cpp:2709	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (single-use zero set in another block: update_equiv_regs moves the li to the store, r0)
src/game/emrock.cpp:137	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (dying-store shape): the original's zero pseudo (REG_EQUIV 0, never
src/game/emrock.cpp:185	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13
src/game/sce_at.cpp:1079	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	13 (global-alloc rotation it/ItemMgr/money): money pinned to the
src/game/sce_at.cpp:1197	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	candidate #12 (r0 pin): cse1 follows the `bne` into the else arm and would
src/game/sce_at.cpp:1302	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	codeless def: a mention of sel before the result block so cse1 makes sel the
src/game/sce_at.cpp:1437	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	candidate #12 (r0 pin): cse1 follows the `bne` into the else arm and would
src/game/sce_at.cpp:2046	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13. The original's 0.0 is a reload-materialised constant (f13, the FPR after
src/game/sce_at.cpp:2839	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	gcse PRE pseudo numbering. One extra pseudo before the matrix copies: without it the
src/game/exception.cpp:523	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	candidate (gcse PRE pseudo numbering): 15 dead pool constants shift the string
src/game/mercenaries.cpp:149	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (int shape): the original never allocates the single-use REG_EQUIV zero;
src/game/mercenaries.cpp:152	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13
src/game/mercenaries.cpp:252	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	tie (global-alloc live length)
src/game/mes.cpp:776	combine	combine fuses/keeps insns differently (mr. vs mr+cmpwi)	candidate (combine: the original keeps the call-result copy and `cmpwi` apart, ours fuses them into `mr.`)
src/game/mes.cpp:862	combine	combine fuses/keeps insns differently (mr. vs mr+cmpwi)	candidate (combine: the original keeps the call-result copy and `cmpwi` apart, ours fuses them into `mr.`)
src/game/esp16.cpp:165	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13
src/game/esp16.cpp:190	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13
src/game/esp16.cpp:197	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (sched block split)
src/game/esp_app.cpp:356	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (sched2 issue-slot filler)
src/game/esp_app.cpp:484	local-alloc-qty-order	block-local scratch registers (r0/r9/r11, f0/f13) permuted: local-alloc.c block_alloc qty order	candidate (local-alloc qty order)
src/game/route_ck.cpp:435	reload	reload_cse register table / reload spill register choice	candidate (reload_cse register table): the original keeps `mr r3,r31; mr r4,r29`
src/game/pad.cpp:76	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17
src/game/pad.cpp:79	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (sched barrier, no code)
src/game/db_cam.cpp:511	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (sched2 tie: the target issues `lwz r0,4(r9)` before
src/game/pl_wep.cpp:1046	other		candidate (sched LUID): the target issues the 0.0 pool load before the m3r[2]
src/game/pl_wep.cpp:1121	prologue-copy-death	fmr/mr parameter copy ranked as if the incoming reg did not die (regmove REG_DEAD)	#8
src/game/pl_wep.cpp:1123	prologue-copy-death	fmr/mr parameter copy ranked as if the incoming reg did not die (regmove REG_DEAD)	#8 -- the original ranks `mr r29,r4` (mode) after `fmr f31,f1`, i.e. as if r4
src/game/pl_wep.cpp:1232	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	13 (value pin): the target's 2/PI high sits in r11 and pWep in r9 -- the
src/game/pl_wep.cpp:1240	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (sched barrier): the first insn after LOOP_BEG is the sched1
src/game/room_jmp.cpp:138	local-alloc-qty-order	block-local scratch registers (r0/r9/r11, f0/f13) permuted: local-alloc.c block_alloc qty order	tie. The loop notes double the weight of this `ofs` set, so local-alloc
src/game/pl_class.cpp:1730	narrow-extend	zero/sign-extends a narrow value (clrlwi/extsh) at a call, entry or join where ours treats it as promoted	2 (narrow-argument extension at entry). The original zero-extends the u8
src/game/emmine.cpp:990	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	candidate (gcse PRE pseudo numbering): two dead sets (deleted by flow) take the
src/game/emmine.cpp:1188	cse-path	cse hash table not carried into a block along the AROUND/taken path; fresh lis/li where ours reuses a register	candidate #12 (cse wider-mode zero fold): the original stores the known-zero
src/game/pendulum.cpp:53	other		codeless anchors (see docs/research/ "DOL pendulum closer pass 2"). The final loop's
src/game/pendulum.cpp:320	register-pin	register pin (which hard register a value takes)	register pins + address copy (see docs/research/ "DOL pendulum closer
src/game/pendulum.cpp:340	launder	asm launder hides a value from cse/combine/gcse	launder (see docs/research/ "DOL pendulum closer pass 2"). Hides ang == 1.0
src/game/pendulum.cpp:566	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17 (register pin): pp above i in global-alloc
src/game/t_bugcheck.cpp:133	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (combine): the `&pl->rot` pseudo must reach sched1 uncombined
src/game/t_bugcheck.cpp:143	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	candidate (gcse hash bucket of the .LC label name): one more constant
src/game/t_bugcheck.cpp:178	gcse-table/numbering	gcse PRE pseudo numbering (hash bucket order) or expression-table size decides a callee-saved register tie	candidate (gcse hash bucket of the .LC label name): the nine hoisted string
src/game/t_bugcheck.cpp:297	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	tie (global-alloc live length): two more insns in the loop at global-alloc
src/game/t_option.cpp:264	argmove-order	FP arg moves interleaved with trailing int constants at a mixed int/float call (calls.c load_register_parameters)	candidate #1 (arg-move order): the original issues the `addi r3,r30,ItemMgr@l`
src/game/objWep.cpp:343	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	#17. `esp` is address-taken, so each store reloads it; the original's first
src/game/sscrn.cpp:878	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	tie (global-alloc live length): x (4 refs / 216 insns) and z (2 / 54) both truncate
src/game/espgen45.cpp:317	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	loop.c move_movables. The target hoists one more invariant out of the inner loop before the
src/game/espgen45.cpp:362	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	candidate #17 (r0 occupant): `j / 8` pinned to r0 = a hard-register conflict of the i
src/game/espgen45.cpp:368	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (sched1 slot fillers). Three codeless frame stores of `v` (dead after the
src/game/espgen45.cpp:385	other		use of the moved asm set (see above); emits nothing
src/game/sce_com.cpp:583	combine	combine fuses/keeps insns differently (mr. vs mr+cmpwi)	`li j,0` spelled as a mask combine folds to 0. A C `j = 0` gets cse's
src/game/sce_com.cpp:1284	register-pin	register pin (which hard register a value takes)	register pin (see the comment above the function)
src/game/sce_com.cpp:1330	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	candidate (sched1 loop-note barrier). The target issues `spd += accel`
src/game/esp08.cpp:98	other		first-tile copy canon).
src/game/esp08.cpp:104	sched-tie	sched2 divider blockage	candidate (first-tile divider blockage)).
src/game/esp08.cpp:127	other		candidate (first-tile copy canon) */  \
src/game/esp08.cpp:140	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	candidate (first-tile divider blockage): the loop notes */ \
src/game/esp08.cpp:145	global-alloc-order	callee-saved register names permuted: global.c priority / pass-0 regs_used_so_far	candidate (keep-alive, global-alloc order) */ \
src/game/Espgen42.cpp:206	other		store through a pointer cast (a plain store schedules differently)
src/game/Espgen42.cpp:571	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	candidate (loop.c insn_count): dead test, +4 real insns at loop time (lwz/cmpwi/bne/li;
src/game/Espgen42.cpp:627	loop-insn-count	loop.c move_movables hoists (or not) an invariant depending on the loop's real insn count / register weight	loop.c move_movables. The target hoists one more invariant out of the inner loop before the
src/game/Espgen42.cpp:672	global-alloc-order	callee-saved register names permuted: global.c pass-0 regs_used_so_far / priority order / local-alloc fake lifetime	candidate #17 (r0 occupant): `j / 8` pinned to r0 = a hard-register conflict of the i
src/game/Espgen42.cpp:678	sched-tie	haifa sched1/sched2 tie-break: two independent insns in the other order, region split, slot filler	candidate (sched1 slot fillers). Three codeless frame stores of `v` (dead after the
src/game/Espgen42.cpp:695	other		use of the moved asm set (see above); emits nothing
src/game/title.cpp:179	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (REG_EQUIV zero reloaded into r11)
src/game/title.cpp:772	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (single-use zero set in another block: update_equiv_regs moves the `li` next to the store, it takes r0 after the x3 temp)
src/game/title.cpp:1290	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (constant spelled as a combine-folded mask)
src/game/emwep.cpp:1123	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (keep-alive)
src/game/emwep.cpp:1141	reg-equiv-const	a single-set constant pseudo is rematerialised by reload (li/lis/lfs at the use, never allocated) instead of held in a callee-saved register; store issue order follows	#13 (keep-alive)
